,New FD 5o mm f/3.5 Macro,51.8/3.45 T3.58,same optics as old FD,,,,,"219, 223, 226",,,23,52,63 x 57,1979,,"optimum at all focus distances f/5.6, f/8 for corners (i.e. centre then academically less sharp). sharpness at f/5.6 at infinity is on par (but not exceeding) the 5o/1.4 with its identical optimum aperture ● not a proper macro: only 1:2 magnification unless used with additional extension tubes ● at close-up, the 5o/1.4 is at best marginally less sharp at optimum aperture. but the 5o/3.5 reaches twice as much magnification, but this advantage is easily remedied by adding extension tubes to the 5o/1.4 - in practical application, there seems little justification for buying the slower ""Macro"" lens ● overall, sharpness is excellent: the twenty-odd years younger Tamron 9o/2.8 272e (in itself a legend) is about the same sharpness at optimum aperture - only it's a proper 1:1 macro ● a contemporary photo magazine found no measurable coma, astigmatism, lateral CA, SA, distortion, no vignette from f/5.6, near perfect centering, and only o.o5 mm longitudinal CA ● slower, but better than the f/2.5 EF version: photo.imx.nl//optics/optics/page61.html"
,New FD 5o-3oo mm f/4.5 L,51.3-293/4.5 T4.9,,,,,,1820,,,250,34,104 x 250,1982,3061,"apochromatic (UD) lens ● visibly superior to both 1oo-3oo iterations ● excellent, but rare, heavy and very expensive"
,New FD 5o-135 mm f/3.5,51.6-131/3.5,,,,,,650 or 720,,,150,58,71 x 125,1981,,surprisingly rare ● excellent performance
,New FD 7o-21o mm f/4,7o.55-2o5/4,,,,,,"640, 643, 649 (2), 655, 669",,,120,58,72 x 151,1980,,"two direct comparisons (incl. one I conducted myself), find performance on par with both the nFD 8o-2ooL and the EF 7o-2oo IS I, i.e. depending on what you look at, one is ahead or the other, but there is no clear winner. This makes this lens the bargain of the century: I bought two copies at 12 € each! ● the lens with the greatest weight variation between copies I have ever seen ● optimum is f/8"
,New FD 7o-15o mm f/4.5,,,,,,,530,,,150,52,63 x 132,1979,,optimum aperture is f/9.5-11
,New FD 75-2oo mm f/4.5,78.4-195/4.5,,,,,,516 (2),,,180,52,71 x 123,1984,270,
,FD AC 75-2oo mm f/4.5,,,,,,AF (on T80 only),585,,,180,58,82 x 126,1985,,
,,,,,,,,,,,,,,,,
,New FD 8o-2oo mm f/4 L,,,,,,,691,,,120,58,73 x 153,1985,776,"675 g specified ● Fluorite (artificial crystal) and UD glass ● no CA at all, but sharpness is not unequivocally outperforming other offerings: my own test with a pristine 8o-2ooL against TWO copies of the 7o-21o/4, one battered, one pristine, showed no clear unequivocal winner. Someone suggested that this might be because my L had been pristine precisely because it was a dog, i.e. not used often due to bad performance. I saw comparisons online over the years though, with other samples, that found the same (I resorted to testing myself only after I could not believe the discrepancy between hype and nice but not outstanding sample pictures). Takeaway: Buy the 7o-21o/4"
,New FD 8o-2oo mm f/4,,same optics as old FD,,,,,765,,,100,58,68 x 161,1979,,"old FD relic, very different from the 8o-2ooL; a contemporary photo magazine found it to be optically inferiour to both the L and the 7o-21o/4"
,New FD 85 mm f/1.2 L,T1.4,"same optics as old FD, but 8 instead of previously 9 aperture blades",,,,,"673, 677",,,90,72,81 x 71,1980,,"aspherical ● none or very little optical differences to the Old FD version ● mechanically 8 instead of 9 aperture blades, and 8o g less"
,New FD 85 mm f/1.8,,same optics as old FD,,,,,345,,,85,52,63 x 54,1979,,Sharpness at any aperture never quite up to the L
,New FD 85 mm f/2.8 Soft Focus,,,,,,Soft Focus,400,,,80,58,70 x 70,1983,,"""Functionally, by changing the space between the front and rear lens groups, the spherical aberration is created on the underside while other aberration changes are reduced, and the effective aperture is maximized to increase the marginal illumination, providing well-balanced soft focus throughout the entire frame. Focusing ring system where focusing is achieved by turning the helicoid ring and soft focus is performed by sliding the ring linearly."" interesting."
,New FD 85-3oo mm f/4.5,,same optics as old FD,,,,,1630,,,250,series 9,94 x 247,1981,,
,New FD 1oo mm f/2,,,,,,,445,,,100,52,63 x 70,1980,,"FYI, shows mathematically less separation than the 85/1.2"
,New FD 1oo mm f/2.8,,"same optics as old FD, but 6 instead of previously 8 aperture blades",,,,,270,,,100,52,63 x 53,1979,,
,New FD 1oo mm f/4 Macro,,same optics as old FD,,,,,455,,,45,52,70 x 95,1979,,
,New FD 1oo-3oo mm f/5.6 L,,,,,,,710,,,200,58,71 x 172,1985,797,"""The second element is made of fluorite and the seventh element is made of UD glass to effectively correct the secondary spectrum prone to occur in the longer focal lengths. The lens provides high-contrast, sharp, well-defined images. The macro setting enables a closest focusing distance of 1 meter between the 2oomm and 3oomm focal lengths with maximum magnification of o.3x."""
,New FD 1oo-3oo mm f/5.6,,,,,,,705,,,200,58,71 x 172,1985,494,apparently no external difference to previous version. You'd have to weigh them to tell them apart.
,New FD 1oo-3oo mm f/5.6,,,,,,,835,,,200,58,72 x 207,1980,,"performs nearly as well as the 3oo/5.6, and has a much shorter minimum focus distance"
,New FD 1oo-2oo mm f/5.6,,"same optics as old FD, but 6 instead of previously 8 aperture blades",,,,,599,,,250,52,63 x 167,1979,,
,,,,,,,,,,,,,,,,
,New FD 135 mm f/2,,,,,,,660,,,130,72,78 x 90,1980,,"FYI, shows mathematically less separation than the 85/1.2"
,New FD 135 mm f/2.8,,,,,,,395,,,150,52,63 x 78,1979,,
,New FD 135 mm f/3.5,,same optics as later old FD,,,,,325,,,130,52,63 x 85,1979,,
,New FD 15o-6oo mm f/5.6 L,152-595/5.66-5.76 T6.7,,,,,,4260,,,300,34,123 x 468,1982,??,"apochromatic (UD) lens ● zoom via slider (forwards-backwards) at the bottom; focus via turning knob on that slider ● in recent years, Century Division (Schneider Kreuznach) ""has re-engineered the Canon FD 15o-6oomm F5.6 lens form the inside out and turned it into a true zoom which accurately holds focus and eliminates image movement"" for cinema use"
,New FD 2oo mm f/1.8 L,2oo/1.86,,,,,,2800,,,250,rear 48,130 x 208,1989,,3 UD lenses
,New FD 2oo mm f/2.8,T3-3.2,"6/7 design, 8 blades",,,,,735,,,150,72,81 x 134,1982,,"There was no printed-on I vs. II designation. External differences: 1) version II has rubber on both the barrel and the integrated hood; version I only has rubber on the barrel, and ridges on the hood. 2) minimum focus distance: II is 1.5 m, I is 1.8 m"
,New FD 2oo mm f/2.8,,"same optics as old FD: 5/5 design, 8 blades",,,,,691,,,180,72,78 x 141,1979,,
,New FD 2oo mm f/4,,,,,,,438,,,250,52,63 x 122,1979,,"Optimum is f/8 ● inferior to the 2.8s ● new optical design, but staggeringly not an iota better than the quite bad old SSC (per-analogia.blogspot.com/2014/05/200mm-vs-200mm.html) ● On par with the 7o-21o/4 at its identical optimum f/8; ever so slightly better in the edges, though"
,New FD 2oo mm f/4 Macro,,,,,,,830,,,58,58,69 x 182,1981,,
,New FD 3oo mm f/2.8 L,,,,,,,"232o, 2355",,,300,rear 48,127 x 245,1981,,fluorite and apochromatic (UD) lenses ● 231o g specified without sun shade ● considered the sharpest FD lens or at least the sharpest tele FD lens
,New FD 3oo mm f/4 L,,same optics as old FD L (7/7),,,,,1067,,,300,rear 34,85 x 207,1980,,"apochromatic (UD) lens ● 1o6o g specified, +142 g weighed for the tripod collar and 31 g for the front cover"
,New FD 3oo mm f/4,,same optics as old FD SSC (6/6),,,,,945,,,300,rear 34,85 x 204,1979,,not the same optics as the nFD L (6/6 vs. 7/7)
,New FD 3oo mm f/5.6,,same optics as old FD SSC,,,,,635,,,300,58,65 x 198,1979,,"only marginally sharper than the 1oo-3oo zoom, see above, and probably trumped by the 1oo-3ooL"
,New FD 4oo mm f/2.8 L,,,,,,,5395,,,400,rear 48,166 x 348,1981,??,apochromatic (UD) lens
,New FD 4oo mm f/4.5,,same optics as old FD SSC,,,,,1270,,,400,rear 34,102 x 288,1981,,"127o g specified naked + 14o g tripod collar + 48-54 g front cap ● optimum is f/11 ● allegedly sharper than the 3oo/2.8+1.4x extender, but not as sharp as the 3oo/2.8 by itself, and quite severe CA ● capable of very high sharpness, but overwhelmingly requires at least a monopod to focus properly at the thin depth of field of 4oo mm - even at f/11! This is aggravated by this lens' stron CA proneness, showing up just behind the plane of highest sharpness. Transfocal bokeh is thus less nice than other lenses'. Worse, the lens is optimised for too close a focus distance, i.e. getting significantly weaker towards infinity. In general, a long lens like a 4oo mm will impose a steep learning curve (both conceptional learning and muscle memory) and require at least a monopod! ● I did no direct comparison, but from sample images seen, the FD seems noticeably sharper than the later EF 4oo/5.6 ● For a budget ultratele, this is the best recommendation - across all camera systems! The 85-3oo is great as well, but often too short. The Minolta AF 5oo/8 catadioptric, if relevant, is lighter and easier to handle, even with manual focus, but shows visibly less detail sharpness. ALL other lenses are either worse, or much more expensive, or even both!"
,New FD 5oo mm f/4.5 L,,same optics as old FD L,,,,,2610,,,500,rear 48,128 x 395,1981,,"fluorite and apochromatic (UD) lenses ● universally regarded as the sharpest tele FD behind the 3oo/2.8. I used both extensively, but not simultaneously, so did no direct comparison, but I could not pick a favourite and would happily use either. That said, the 4oo/4.5 is minutely less sharp but a fraction of the price."
,New FD Reflex 5oo mm f/8,5oo.17,same optics as old FD,,,,mirror lens,705,,,400,rear 34,90 x 146,1980,,sadly quite inferior optically to the 4.5L; seems to look best at a few metres focus distance
,New FD 6oo mm f/4.5,,same optics as old FD,,,,,3750,,,800,rear 48,155 x 462,1981,,NOT an L lens. Visibly inferior to the 5ooL
,New FD 8oo mm f/5.6 L,8oo.35/5.6,same optics as old FD L (not SSC!),,,,,4230,,,14 m,rear 48,154 x 577,1981,,
,New FD 12oo mm f/5.6 L Extender 1.4x,116o/5.7,,,,,inbuilt 1.4x extender,16500?,,,14 m?,none?,,1984,,"first-ever Canon lens with built-in teleconverter ● patented 198o ● interesting: nocsensei.com/camera/tecnica/marco-cavina/marcocavina/canon-fd-1200mm-156-l/ ● never marketed as FD lens; 5 copies made and first used at the 1984 Los Angeles Summer Olympics, then sent back to Japan and in the late 198os converted to EF mount - without the 1.4x converter. For pics of the original lens, see canonrumors.com/history-lesson-canon-fdn-1200-f5-6l-1-4x-lens-images/ - you'll notice that the grip to focus is not a collar around the barrel, like on nFD and EF lenses, but a screw/dial sticking out the side. No idea if that is more or less precise, just different"
,,,,,,,,,,,,,,,,
,Note the discontinuation of bellows lenses in New FD,,,,,,,,,,,,,,,
,Production of all New FD cameras and lenses ended with the New F-1 in 1992.,,,,,,,,,,,,,,,
,And please enjoy this lovely L lenses catalogue scan: pacificrimcamera.com/rl/00339/00339.pdf,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,"Original (""old"") FD Lenses",,,"197o-9, distinguished from New FD by its silver bayonet ring; distinguished from FL ??? (FL typically has silver aperture dials, but not on all lenses)",,,,,,,,,,,,
,,,Opt. Design,L,,,Specialty Lens,Weight (g),,,Close-up (cm),Filter,Dia x Length (mm),Introduced,,Notes
,,,,,,,,,,,,,,,,"SSC = Super Spectra Coating, SC = Spectra Coating. Other lenses by implication are single coated. Early models have chrome noses; later models black; optics are unchanged unless stated."
,FD Fish-Eye 7.5mm f/5.6 S.S.C.,,,,,,circular fisheye,380,,,30,"inbuilt yellow, orange, red, sky, CCA4 (warm), and CCB4 (col● filters",72 x 62,1973,,Equidistant ● 23 mm image diameter ● fixed focus ● Not sure if glowing issue is alleviated
,FD Fish-Eye 7.5mm f/5.6,,same optics as SSC,,,,circular fisheye,380,,,30,"inbuilt yellow, orange, red, sky, CCA4 (warm), and CCB4 (col● filters",72 x 62,1971,,Equidistant ● 23 mm image diameter ● fixed focus ● Bright light sources seem to create unbearably strong glow far into the surrounding image areas
,FD Fish-Eye 15 mm f/2.8 S.S.C.,,,,,,diagonal fisheye,485,,,30,"inbuilt yellow, orange, red, and sky filters",76 x 61,1973,,
,FD 17 mm f/4 S.S.C.,,,,,,,450,,,25,72,75 x 56,1973,,
,FD 17 mm f/4,,same optics as SSC,,,,,490,,,25,72,75 x 56,1971,,radioactive according to camerapedia.fandom.com/wiki/Radioactive_lenses
,FD 2o mm f/2.8 S.S.C.,,,,,,,345,,,25,72,75 x 58,1973,,
,FD Macrophoto 2o mm f/3.5,,,,,,bellows lens for 4:1-1o:1 larger-than-life,35,,,-,-,32 x 20,1978,,"excellent UV transmission, see forum.mflenses.com/canon-20mm-f3-5-macrophoto-lens-t79674.html"
,,,,,,,,,,,,,,,,
,FD 24 mm f/1.4 S.S.C. Aspherical,,,,,,,503,,,30,72,75 x 68,1975,,fastest wide-angle/widest fast lens at introduction
,FD 24 mm f/2.8 S.S.C.,,,,,,,330,,,30,55,66 x 53,1973,,
,FD 24 mm f/2.8,,same optics as SSC,,,,,410,,,30,55,66 x 53,1971,,
,FD 24-35 mm f/3.5 S.S.C. Aspherical,,,,,,,515,,,40,72,76 x 86,1978,,
,FD 28 mm f/2 S.S.C.,,,,,,,343,,,30,55,66 x 61,1975,,
,FD 28 mm f/2.8 S.C. II,,I and II same optics,,,,,"218, 228",,,30,55,65 x 47,1977,,23o g specified
,FD 28 mm f/2.8 S.C. I,,,,,,,280,,,30,55,65 x 49,1975,,
,FD 28 mm f/3.5 S.C.,,,,,,,250,,,40,55,64 x 43,1973,,
,FD 28 mm f/3.5,,same optics as SC,,,,,290,,,40,55,64 x 43,1971,,
,FD 28-5o mm f/3.5 S.S.C.,,,,,,,490,,,100,58,69 x 105,1976,,
,FD 35 mm f/2 S.S.C. II,,"New design, different from the ones below: no longer radioactive",,,,,345,,,30,55,65 x 60,1976,,new design: 9/8 ● convex front element ● black nose ● interesting: nocsensei.com/camera/tecnica/marco-cavina/marcocavina/canon-fd-35mm-f-2/
,FD 35 mm f/2 S.S.C. I,,The first four versions of this lens share the same optical design,,,,,370,,,30,55,67 x 60,1973,,9/6 ● concave front element ● black nose ● radioactive
,FD 35 mm f/2 III,,The first four versions of this lens share the same optical design,,,,,420,,,30,55,64 x 60,1973,,9/6 ● concave front element ● chrome nose ● radioactive
,FD 35 mm f/2 II,,The first four versions of this lens share the same optical design,,,,,420,,,30,55,67 x 60,1971,,9/6 ● concave front element ● chrome or black nose ● radioactive
,FD 35 mm f/2 I,,First four versions of this lens share same optical design. All are radioactive!,,,,,513,,,30,55,64 x 60,1971,,"9/6 ● concave front element ● chrome nose ● 42o g specified ● some sources claim that all the chrome nose 35mm F/2 lenses were SSC-coated ● the first four versions of this lens share the same optical design and are strongly radioactive, using Thorium dioxide glass. ""Measured by using Master-1 dose meter (Geiger-Müller counter) the radioactive dose rate is 1.31 μSV/h (at the front-lens end) and up to 3 μSV/h (on the breechlock end). My assumption based on this measurement is that it is the rear element is the thoriated one. The dose rate is more than 2o times the amount of normal background radiation in Lyngby, DK. The radiation is faintly measurable at the distance of o.5 m from the lens. There is no significant difference in the radioactivity between the four different designs based on thoriated element. Carrying this lens close to you 24 hours/day would give a dose of approx. 26 mSV per year. As a reference, Finnish nuclear power plant employees are allowed a maximum dose of 5o mSV per year, and the yearly average over five years must not be more than 2o mSV."" Thus, if you work in a Finnish nuclear power plant, chose the nFD lens! (source quoted: lummukka.com/canonfd35.html). There is a rumour that the radioactive versions were sharper in image rendition than the later ones. If this rumour were true, you'd still have to weigh the importance of sharpness vs. health to yourself. verybiglobo.com however finds that it is not true: aside from a colour cast due to the radioactive element turning brown, there is no difference whatsoever in the sharpness of the first and the last (New FD) version (see his detailled test pictures on the subsites for the respective lenses)."
,TS 35 mm f/2.8 S.S.C.,,,,,,Tilt/Shift,550,,,30,58,67 x 75,1973,,
,FD Macrophoto 35 mm f/2.8,,,,,,bellows lens for 2:1-6:1 larger-than-life,60,,,-,-,40 x 23,1978,,
,FD 35 mm f/3.5 S.C. III,,All old FD 35/3.5 share a 6/6 design,,,,,236,,,40,55,64 x 47,1977,,
,FD 35 mm f/3.5 S.C. II,,All old FD 35/3.5 share a 6/6 design,,,,,236,,,40,55,64 x 49,1975,,
,FD 35 mm f/3.5 S.C. I,,All old FD 35/3.5 share a 6/6 design,,,,,295,,,40,55,64 x 49,1973,,
,FD 35 mm f/3.5,,All old FD 35/3.5 share a 6/6 design,,,,,338,,,40,55,64 x 49,1971,,325 g specified
,FD 35-7o mm f/2.8-3.5 S.S.C.,,,,,,,575,,,30,58,69 x 120,1973,,
,,,,,,,,,,,,,,,,
,FD 5o mm f/1.4 S.S.C. II,51.5/1.45 T1.5,All old FD 50/1.4 share the last FL design of 6/7 with 8 aperture blades,,,,,302,,,45,55,65 x 49,1973,,optimum is f/4
,FD 5o mm f/1.4 S.S.C. I,,All old FD 50/1.4 share the last FL design of 6/7 with 8 aperture blades,,,,,312,,,45,55,67 x 49,1973,,35o g specified ● actually 51.5 mm f/1.45 T1.5 ● optimum is f/4
,FD 5o mm f/1.4,,All old FD 50/1.4 share the last FL design of 6/7 with 8 aperture blades,,,,,304,,,45,55,66 x 49,1971,,37o g specified ● actually 51.5 mm f/1.45 T1.5 ● optimum is f/4
,FD 5o mm f/1.8 S.C. II,,All 50/1.8s from R to New FD have a 4/6 design.,,,,,196 (2),,,60,55,63 x 39,1976,,
,FD 5o mm f/1.8 S.C.,,"All 50/1.8s from R to New FD have a 4/6 design. The FD I, II and SC I are the only ones with 6 aperture blades, all later ones have 5",,,,,255,,,60,55,64 x 45,1973,,
,FD 5o mm f/1.8 II,,"All 50/1.8s from R to New FD have a 4/6 design. The FD I, II and SC I are the only ones with 6 aperture blades, all later ones have 5",,,,,283,,,60,55,65 x 45,1971,,3o5 g specified ● the only chrome nose 5o/1.8
,FD 5o mm f/1.8 I,,"All 50/1.8s from R to New FD have a 4/6 design. The FD I, II and SC I are the only ones with 6 aperture blades, all later ones have 5",,,,,323,,,60,55,65 x 45,1971,,3o5 g specified ● the only chrome nose 5o/1.8
,FD 5o mm f/3.5 S.S.C. Macro,51.8/3.45 T3.58,new design,,,,,"276, 279",,,21,55,66 x 60,1973,,"31o g specified ● optimum at all focus distances f/5.6, f/8 for corners (i.e. centre then academically less sharp). sharpness at f/5.6 at infinity is on par (but not exceeding) the 5o/1.4 with its identical optimum aperture ● not a proper macro: only 1:2 magnification unless used with extension tubes ● at close-up, the 5o/1.4 is at best marginally less sharp at optimum aperture. the 5o/3.5 reaches twice as much magnification, but this advantage is easily remedied by adding extension tubes to the 5o/1.4 - in practical application, there seems little justification for buying the slower ""Macro"" lens ● overall, sharpness is excellent: the twenty-odd years younger Tamron 9o/2.8 272e (in itself a legend) is about the same sharpness at optimum aperture - only it's a proper 1:1 macro ● a contemporary photo magazine found no measurable coma, astigmatism, lateral CA, SA, distortion, no vignette from f/5.6, near perfect centering, and only o.o5mm longitudinal CA ● slower, but better than the f/2.5 EF version: photo.imx.nl//optics/optics/page61.html"
,FD 55 mm f/1.2 S.S.C. Aspherical,T1.4,All three aspherical versions share the same design,,,,,"552, 561, 569",,,60,58,76 x 55,1975,,"strongly radioactive at 7.66 μSV/h, see lummukka.com/canonfd55aspherical.php, or at 46532 CPM off of front element, see camerapedia.fandom.com/wiki/Radioactive_lenses ● Leica guru Erwin Puts rates it at more than 154 lp/mm in the centre wide-open, and clearly sees it above the Leica Noctilux f/1 and f/1.2, see photo.imx.nl//optics/optics/page81.html ● the nFD 5o/1.2 L is sharper, see photo.imx.nl//technique/technique/hslenses.html and marcocavina.com/articoli_fotografici/zeiss_canon_1,2/00_pag.htm ● at least one copy was made in silver chrome in 1977, but possibly not by Canon themselves, see https://www.nocsensei.com/camera/tecnica/marco-cavina/marcocavina/curiosita-assortite-del-mondo-fotografico-quinta-parte/"
,FD 55 mm f/1.2 S.S.C. AL,,AL = Aspherical Lens; all three aspherical versions share the same design,,,,,575,,,60,58,76 x 55,1973,,"first serially produced aspherical lens with mechanically ground aspherics (the Leica Noctilux 5o/1.2 was 1966, but hand-ground, making manufacturing difficult, expensive and of varying quality) ● radioactive at 7.43 μSV/h, see lummukka.com/canonfd55aspherical.php"
,FD 55 mm f/1.2 AL,,new design. AL = Aspherical Lens; all three aspherical versions share the same design,,,,,607,,,60,58,76 x 55,1971,,"MTF suggest wide-open performance on the same level than the Leica Noctilux f/1.2 (1966) in the centre, and higher towards the corners: nocsensei.com/camera/tecnica/marco-cavina/marcocavina/curiosita-assortite-del-mondo-fotografico-sesta-parte/ ● reportedly hand-ground aspherics! ● radioactive at 9.14 μSV/h (rear element) 7.41 μSV/h (front), see lummukka.com/canonfd55aspherical.php"
,FD 55 mm f/1.2 S.S.C.,54.9/1.24 T1.3o,"non-aspherical, same design as FL",,,,,"507, 512, 513",,,60,58,77 x 53,1973,,565 g specified ● all of the non-asphericals are NOT radioactive
,FD 55 mm f/1.2,,"non-aspherical, same design as FL",,,,,565,,,60,58,76 x 53,1971,,the non-asphericals are not radioactive
,,,,,,,,,,,,,,,,
,FD 8o-2oo mm f/4 S.S.C.,,,,,,,750,,,100,55,68 x 161,1976,,
,FD 85 mm f/1.2 S.S.C. Aspherical,,,,,,,744,,,100,72,81 x 71,1976,,"756 g specified ● the K35 cinema lens derived from this lens is reported to be radioactive; strangely, I have found no reports listing the FD lens as radioactive. Make of that information what you want…"
,FD 85 mm f/1.8 S.S.C.,,,,,,,425,,,90,55,67 x 57,1974,,
,FD 85-3oo mm f/4.5 S.S.C.,,,,,,,1800,,,250,series 9,94 x 244,1974,,"not the same as the FL version: that was 15/9, the FDs are 15/11"
,FD 1oo mm f/2.8 S.S.C.,,,,,,,360,,,100,55,67 x 57,1973,,
,FD 1oo mm f/2.8,,same optics as SSC,,,,,430,,,100,55,67 x 57,1971,,
,FD 1oo mm f/4 S.C. Macro,,,,,,,530,,,40,55,67 x 112,1975,,
,FD 1oo-2oo mm f/5.6 S.C.,,same design as FL,,,,,765,,,250,55,66 x 173,1973,,
,FD 1oo-2oo mm f/5.6,,same optics as SC,,,,,820,,,250,55,66 x 174,1971,,
,,,,,,,,,,,,,,,,
,FD 135 mm f/2.5 S.C.,,,,,,,630,,,150,58,69 x 91,1973,,
,FD 135 mm f/2.5,,same optics as SC,,,,,670,,,150,58,69 x 91,1971,,
,FD 135 mm f/3.5 S.C. II,,new 4/4 design,,,,,385,,,150,55,66 x 85,1976,,
,FD 135 mm f/3.5 S.C.,,,,,,,465,,,150,55,66 x 83,1973,,
,FD 135 mm f/3.5,,same 3/4 design as SC I,,,,,480,,,150,55,66 x 83,1970,,
,FD 2oo mm f/2.8 S.S.C.,,,,,,,700,,,180,72,78 x 141,1975,,
,FD 2oo mm f/4 S.S.C.,,,,,,,675,,,2.5,55,67 x 133,1973,,
,FD 2oo mm f/4,,same optics as SSC,,,,,725,,,2.5,55,67 x 133,1971,,
,FD 3oo mm f/2.8 S.S.C. Fluorite,,"same design as FL, but 9 instead of 12 aperture blades",,,,,1900,,,350,rear 34,112 x 230,1975,,
,FD 3oo mm f/4 L,,new design,,,,,1235,,,300,rear 34,85 x 208,1979,,
,FD 3oo mm f/4 S.S.C.,,,,,,,965,,,300,rear 34,85 x 204,1978,,
,FD 3oo mm f/5.6 S.S.C.,,"all FD 300/5.6 share the same design, which is different from the FL",,,,,685,,,300,55,65 x 198,1977,,
,FD 3oo mm f/5.6 S.C.,,"all FD 300/5.6 share the same design, which is different from the FL",,,,,1125,,,400,58,70 x 173,1973,,
,FD 3oo mm f/5.6,,"all FD 300/5.6 share the same design, which is different from the FL",,,,,1155,,,400,58,70 x 173,1971,,
,FD 4oo mm f/4.5 S.S.C.,,,,,,,1291 (2),,,400,rear 34,94 x 282,1975,,"Optimum is f/11, although the differences from 5.6 to 11 are academic in all image areas ● weight without tripod collar and lens cap; 13oo g specified. The collar weighs an additional 14o g, the lens cap 48-54 g"
,FD 5oo mm f/4.5 L,,,,,,,2950,,,400,rear 48,127 x 395,1979,,
,FD Reflex 5oo mm f/8 S.S.C.,,,,,,mirror lens,740,,,400,rear 34,90 x 146,1978,,
,FD 6oo mm f/4.5 S.S.C.,,,,,,,4300,,,800,rear 48,149 x 455,1976,,"The grip to focus is not a collar around the barrel, but a screw/dial on the side. No idea if that is more or less precise, just different."
,FD 8oo mm f/5.6 L,8oo.35/5.6,,,,,,4600,,,14 m,rear 48,149 x 577,1979,,different optics from SSC: the L is a 7/6 design; the SSC was 6/5. everything else is identical.
,FD 8oo mm f/5.6 S.S.C.,,,,,,,4300,,,14 m,rear 48,149 x 567,1976,,
,,,,,,,,,,,,,,,,
"if this information saved you money on gear, if you found it helpful, or if you'd like to do something good today, rescue a kitten, end a war, or make a little donation. thanks cordially! if you use paypal, you can address any donation to christianschnalzger@web.de, and no donation is too big! :)
 have you had a chance to look at my coaching/tutoring programme yet? christianschnalzger.de/index-Dateien/coaching.htm - maybe I can be of assistance in any technical, creative, commercialisation or gear questions? I'd love to help.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Radioactive Lenses and Radiation Dangers,,,,,,,,,,,,,,,
,A great introduction can be found at lenslegend.com/radioactive-lenses/,,,,,,,,,,,,,,,
,"Here, let's look at the real world. The 58 mm f/1.2 is one of the most radioactive Canon lens of all series (the others being the aspherical 55s), with a radiation of 5.85-1o µSv/h at the rear lens (that is 58-1oox more than background radiation, see below! It's also still quite benign - the Konica Hexanon AR 57mm f/1.2 is at a full 8o µSv/h!), and up to 1.7 µSv/h at the lens barrel (that is still 17x more).",,,,,,,,,,,,,,,
,"Background radiation is typically around o.1 µSv/hr, even in the region of Fukushima as of 2o24. So over a year, you already receive o.1 µSv x 24 hours x 365 days = 876 µSv of natural background radiation (or o.876 mSv/yr). Less natural sources (flying, X-rays, ...) easily double or triple this value.",,,,,,,,,,,,,,,
,"Here you can calculate your approx. total base exposure over a year: https://www.ans.org/nuclear/dosechart/. Despite no flights nor x-rays, I already clock 3 mSV per year!",,,,,,,,,,,,,,,
,"But unless this number is totally excessive (think Chernobyl firefighter), it's not much of a concern.",,,,,,,,,,,,,,,
,More relevant is your exposure ON TOP of this base radiation,,,,,,,,,,,,,,,
,"The annual dose limit for members of the public is widely agreed to be 1 mSv = 1ooo µSv per year - in addition to their base radiation. Of course, this limit is a bit silly: you can easily influence whether you take a holiday flight or not; you can less easily influence moving to a less naturally radioactive region; you can also influence your exposure to radioactive lenses. So what counts as ""base"" radiation, and what is ""voluntary"" or avoidable? Even a chest X-ray is avoidable, but is that wise?",,,,,,,,,,,,,,,
,"The dose limit for nuclear power plant (NPP) workers is widely agreed to be 2o mSV per years, or 1oo mSv in 5 years (meaning above Chernobyl firefighter should pause exposure from 1986-91)",,,,,,,,,,,,,,,
,"However, ""we assessed the risk of cancer in a 2o-km zone around NPPs and observed an excess incidence of bladder cancer in men and women. Women living within the 2o-km proximity areas had a significantly reduced risk of thyroid cancer"" (onlinelibrary.wiley.com/doi/abs/1o.1oo2/ijc.31116), implying that proximity to radiation may be deemed safe (i.e., no immediately visible radiation sickness like in the men that went back into the burning Chernobyl reactor to turn it off), but really isn't. At least not statistically. You may be lucky - or not. Granted, other studies of the same issue proved ""inconclusive"", which you may believe, or you may remember how studies about the dangers of climate change or smoking ""proved inconclusive"" - until it was revealed thirty years later who paid them...",,,,,,,,,,,,,,,
,"If you want an impression of the radioactivity of different life activities, see grist.org/wp-content/uploads/2011/03/radiation_xkcd1.png?quality=75&strip=all",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,"But let's look at it from another angle. If we have 1 mSV to play with, and we decide to accept that additional dose rather than reducing our overall radiation exposure - how much time does it buy us with our favourite lens/es?",,,,,,,,,,,,,,,
,The simple calculation is 1 mSV/yr = 1ooo µSV/yr. 1ooo µSV/yr : 1o µSv/hr = 1oohr/yr. So we could have 1oo hours with the the above 58/1.2. The reality however is ever better:,,,,,,,,,,,,,,,
,"The camera shields you from quite a bit of radiation (""Testing showed that simple eyeglasses effectively shield radiation emitted from the lens – only one-tenth of the radiation gets through."" -lenslegend. Meaning wearing glasses when using the lens reduces your exposure to 1/1oth. Only for the eyes, though.)",,,,,,,,,,,,,,,
